Row Index,Average
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,0.9884169884169884
16,0.9773139437018433
17,0.9773139437018433
18,0.9773139437018433
19,0.9773139437018433
20,0.9773139437018433
21,0.9773139437018433
22,0.9773139437018433
23,0.9773139437018433
24,0.9773139437018433
25,0.9773139437018433
26,0.9773139437018433
27,0.9773139437018433
28,0.9773139437018433
29,0.9773139437018433
30,0.9819621425247994
31,0.9487495835107437
32,0.9487495835107437
33,0.9487495835107437
34,0.9487495835107437
35,0.9487495835107437
36,0.9487495835107437
37,0.9487495835107437
38,0.9487495835107437
39,0.9487495835107437
40,0.9487495835107437
41,0.9487495835107437
42,0.9487495835107437
43,0.9487495835107437
44,0.9487495835107437
45,0.9384159504309247
46,0.9023355584533467
47,0.9023355584533467
48,0.9023355584533467
49,0.9023355584533467
50,0.9023355584533467
51,0.9023355584533467
52,0.9023355584533467
53,0.9023355584533467
54,0.9023355584533467
55,0.9023355584533467
56,0.9023355584533467
57,0.9023355584533467
58,0.9023355584533467
59,0.9023355584533467
60,0.8977381150803933
61,0.8890947837870347
62,0.8890947837870347
63,0.8890947837870347
64,0.8890947837870347
65,0.8890947837870347
66,0.8890947837870347
67,0.8890947837870347
68,0.8890947837870347
69,0.8890947837870347
70,0.8890947837870347
71,0.8890947837870347
72,0.8890947837870347
73,0.8890947837870347
74,0.8890947837870347
75,0.887689826199604
76,0.8554716201588439
77,0.8554716201588439
78,0.8554716201588439
79,0.8554716201588439
80,0.8554716201588439
81,0.8554716201588439
82,0.8554716201588439
83,0.8554716201588439
84,0.8554716201588439
85,0.8554716201588439
86,0.8554716201588439
87,0.8554716201588439
88,0.8554716201588439
89,0.8554716201588439
90,0.8554716201588439
91,0.8337454309366695
92,0.8337454309366695
93,0.8337454309366695
94,0.8337454309366695
95,0.8337454309366695
96,0.8337454309366695
97,0.8337454309366695
98,0.8337454309366695
99,0.8337454309366695
100,0.8331856573597493
101,0.8290680718505671
102,0.8290680718505671
103,0.8290680718505671
104,0.8290680718505671
105,0.8290680718505671
106,0.8364763793762243
107,0.8364763793762243
108,0.8364763793762243
109,0.8364763793762243
110,0.8364763793762243
111,0.8364763793762243
112,0.8364763793762243
113,0.8364763793762243
114,0.8364763793762243
115,0.8364763793762243
116,0.8092175066312998
117,0.8092175066312998
118,0.8092175066312998
119,0.8092175066312998
120,0.8092175066312998
121,0.8092175066312998
122,0.8092175066312998
123,0.8092175066312998
124,0.8092175066312998
125,0.8092175066312998
126,0.8092175066312998
127,0.8092175066312998
128,0.8092175066312998
129,0.8092175066312998
130,0.8092175066312998
