Row Index,Average
1,7.927795238095238
2,8.236366666666665
3,8.544938095238097
4,8.853509523809524
5,9.162080952380952
6,9.470652380952382
7,9.77922380952381
8,10.087795238095238
9,10.396366666666665
10,10.704938095238093
11,11.013509523809523
12,11.322080952380952
13,11.630652380952382
14,11.939223809523808
15,11.154310476190476
16,10.456853174603173
17,10.720424603174603
18,10.983996031746033
19,11.24756746031746
20,11.51113888888889
21,11.774710317460318
22,12.038281746031746
23,12.301853174603176
24,12.565424603174604
25,12.82899603174603
26,13.09256746031746
27,13.35613888888889
28,13.886433174603173
29,14.119290317460315
30,14.694897063492064
31,15.340078597883595
32,15.507195
33,15.647527804232803
34,15.74771298941799
35,15.847898174603172
36,15.948083359788358
37,16.029363677248675
38,16.050353888888885
39,16.062496746031744
40,16.074639603174603
41,16.08678246031746
42,16.098925317460317
43,16.116581825396825
44,16.12808976190476
45,15.592294047619045
46,14.831944074074073
47,14.84977476190476
48,14.86631021164021
49,14.882553597883597
50,14.898771904761903
51,14.911795132275131
52,14.923752804232802
53,14.935710476190474
54,14.947668148148145
55,14.959625820105819
56,14.97158349206349
57,14.983541164021162
58,14.995498835978836
59,15.008853650793649
60,15.508174285714281
61,16.111304074074074
62,16.132944285714284
63,16.154584497354495
64,16.17622470899471
65,16.196714444444442
66,16.21176671957672
67,16.22531169312169
68,16.238856666666663
69,16.25093148148148
70,16.257392698412694
71,16.26031746031746
72,16.26031746031746
73,16.26031746031746
74,16.26031746031746
75,16.606973968253964
76,16.91434656084656
77,16.931625343915343
78,16.94797455026455
79,16.964323756613755
80,16.979067883597885
81,16.99073015873016
82,16.993650793650794
83,16.993650793650794
84,16.993650793650794
85,16.993650793650794
86,16.993650793650794
87,16.993650793650794
88,16.993650793650794
89,16.993650793650794
90,17.077777777777776
91,16.95054259259259
92,16.92580984126984
93,16.703482645502643
94,16.65430275132275
95,16.605122857142856
96,16.555942962962963
97,16.50676306878307
98,16.457583174603176
99,16.40840328042328
100,16.356870793650792
101,16.304093015873015
102,16.251315238095238
103,16.19853746031746
104,16.145759682539683
105,16.165767619047617
106,16.509950317460316
107,15.686650396825398
108,14.993754920634917
109,14.790183492063491
110,14.586612063492066
111,14.383040634920635
112,14.179469206349205
113,13.975897777777778
114,13.770503015873015
115,13.561931587301588
116,13.353360158730158
117,13.144788730158728
118,14.102802407407404
119,15.564437555555553
120,15.368659777777776
121,14.891303777777779
122,13.890500888888889
123,13.238673111111108
124,12.911339777777778
125,12.584006444444444
126,12.256673111111109
127,11.929339777777777
128,11.602006444444445
129,11.27467311111111
130,10.94733977777778
131,10.620006444444444
132,10.29267311111111
133,11.208557777777777
134,11.657312222222222
135,11.356201111111112
136,13.00920111111111
137,12.655312222222221
138,12.301423333333332
139,11.947534444444443
140,11.593645555555556
141,11.239756666666665
142,10.88586777777778
143,10.531978888888888
144,10.17809
145,9.82420111111111
146,9.470312222222223
147,9.116423333333334
148,10.29880222222222
149,9.879913333333333
